scientificName,decimalLongitude,decimalLatitude,year,month,day,basisOfRecord,species
Tsuga canadensis (L.) Carrière,-69.512405,45.488353,2020,8,3,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-70.145707,44.665287,2020,8,12,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-69.530971,45.494143,2020,8,4,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-69.529286,45.494949,2020,8,5,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-70.146743,44.678497,2020,8,16,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-70.146911,44.679414,2020,8,16,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-69.772935,44.616854,2020,8,16,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-69.545584,45.755374,2020,8,8,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-69.590735,45.525999,2020,8,9,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-69.590715,45.528564,2020,8,9,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-69.592516,44.581571,2020,8,22,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-70.112686,44.7452,2020,8,30,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-70.145547,44.66528,2020,9,1,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-70.146364,44.666269,2020,9,9,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-70.148703,44.675554,2020,9,16,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-70.158088,44.669306,2020,9,16,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-69.889429,44.523089,2020,9,25,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-69.515258,45.588262,2020,9,30,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-69.9198,44.574495,2020,9,3,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-70.146661,44.677945,2020,9,8,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-70.147849,44.673448,2020,10,14,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-70.148554,44.674221,2020,10,14,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-68.477844,44.528047,2020,10,25,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-70.14696,44.677887,2020,10,25,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-70.144867,44.66267,2020,10,29,HUMAN_OBSERVATION,Tsuga canadensis
Tsuga canadensis (L.) Carrière,-67.808123,45.190914,2020,11,3,HUMAN_OBSERVATION,Tsuga canadensis
Betula papyrifera Marshall,-70.162453,44.52068,2021,1,10,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.636587,44.556207,2021,1,11,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.044822,44.800403,2021,4,10,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.263345,44.856638,2021,5,5,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.073714,45.978053,2021,7,11,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.819213,45.476558,2021,7,18,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.01448,45.32148,2021,7,19,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.193763,45.154482,2021,7,24,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.727703,44.738466,2021,8,2,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.50175,45.479049,2021,8,8,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.927353,44.808919,2021,9,20,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.444099,44.624853,2021,10,17,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.886315,45.824796,2021,10,2,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.099403,45.992801,2020,2,23,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.399875,46.061957,2020,2,24,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.489469,46.017724,2020,2,24,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.089732,45.124593,2020,4,23,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.506215,44.567608,2020,6,4,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.91207,45.642048,2020,7,5,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.912501,45.642021,2020,7,5,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-67.790444,44.546217,2020,7,12,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.531014,45.494231,2020,8,4,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.542165,45.757072,2020,8,8,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.529464,44.547349,2020,8,25,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-70.145683,44.665742,2020,9,1,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.126792,45.616122,2020,9,28,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.380042,45.4171,2020,9,29,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-70.14648,44.674522,2020,10,14,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-70.1475,44.679303,2020,10,14,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.771226,44.801613,2019,1,4,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.320532,45.674602,2019,2,17,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.101526,46.092757,2019,2,27,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.371407,46.073813,2019,2,28,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-67.864589,46.306609,2019,3,1,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.331694,44.603499,2019,4,18,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.156678,45.037381,2019,4,28,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-70.355645,44.963745,2019,6,13,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.339004,45.489366,2019,7,5,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.661122,44.903054,2019,9,25,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.659233,44.903042,2019,9,25,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-70.416813,44.817692,2019,11,4,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-70.416813,44.817692,2019,11,5,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-70.416813,44.817692,2019,11,5,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.17991,44.684476,2018,1,21,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.270029,46.01332,2018,2,26,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.65813,44.558913,2018,2,17,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.880938,44.579865,2018,4,29,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.880938,44.579865,2018,4,29,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.43967,44.563392,2018,5,8,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.447661,44.5692,2018,5,8,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-67.939629,44.870392,2018,6,12,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.883955,45.819918,2018,7,16,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.352855,44.536232,2018,8,1,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.594472,47.244637,2017,8,31,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.074435,44.592133,2017,8,3,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.076216,44.591835,2017,8,6,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-67.662135,44.929461,2016,7,23,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.800362,46.122945,2016,9,13,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.631712,44.552011,2016,9,22,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.663795,44.562905,2016,9,20,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.658076,44.562576,2016,10,17,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.741176,44.873937,2016,10,12,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.662025,44.5662,2016,10,30,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.662261,44.559739,2016,10,20,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.783321,44.989918,2016,11,16,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.635834,44.581421,2016,11,17,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.662239,44.906914,2016,11,14,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.664875,44.562894,2016,11,8,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.660423,44.563536,2016,11,8,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.728956,44.866158,2016,12,4,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.658406,44.562435,2016,12,13,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.658406,44.562435,2016,12,13,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.658406,44.562435,2016,12,13,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.658406,44.562435,2016,12,13,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.658878,44.562236,2016,12,13,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.59408,47.24911,2014,9,28,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-68.221111,44.519655,2014,10,13,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-69.237213,45.177091,2011,8,6,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-70.28033,45.14691,2009,8,21,PRESERVED_SPECIMEN,Betula papyrifera
Betula papyrifera Marshall,-70.400389,45.142989,2008,7,19,PRESERVED_SPECIMEN,Betula papyrifera
Betula papyrifera Marshall,-70.337078,45.109849,2008,7,18,PRESERVED_SPECIMEN,Betula papyrifera
Betula papyrifera Marshall,-70.337078,45.109849,2008,7,18,PRESERVED_SPECIMEN,Betula papyrifera
Betula papyrifera Marshall,-70.416813,44.817692,2007,11,12,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-70.416813,44.817692,2007,11,12,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-70.416813,44.817692,2006,11,30,HUMAN_OBSERVATION,Betula papyrifera
Betula papyrifera Marshall,-70.135988,45.137368,2001,1,16,HUMAN_OBSERVATION,Betula papyrifera
Picea mariana (Mill.) Britton et al.,-69.442847,45.775892,2021,5,20,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.723342,44.86935,2021,5,19,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.72628,44.86948,2021,5,19,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-69.572783,45.978061,2021,6,11,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.723463,44.870255,2021,6,12,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.725813,44.86995,2021,7,19,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.851302,45.919455,2021,10,14,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.725175,44.8708,2021,11,8,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.724292,44.868808,2021,11,11,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-69.83116,45.282071,2020,6,28,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-70.485978,44.93572,2020,10,4,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-70.073014,45.205894,2020,10,4,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-70.331017,45.033614,2020,10,8,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-70.487542,44.950863,2019,6,9,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-69.062594,46.010439,2019,6,21,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.724249,44.870656,2019,10,1,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.724442,44.869203,2019,10,2,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-67.81041,44.608803,2018,7,24,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.726812,44.868138,2018,8,3,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.135467,46.996467,2018,8,12,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.740755,44.87049,2017,8,14,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-69.445469,45.253783,2016,8,5,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-69.649628,44.502552,2016,9,22,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-69.886997,44.526454,2015,7,31,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.725906,44.868118,2013,6,12,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-68.306548,45.327432,2013,7,7,HUMAN_OBSERVATION,Picea mariana
Picea mariana (Mill.) Britton et al.,-70.27605,45.14675,2009,8,22,PRESERVED_SPECIMEN,Picea mariana
Picea mariana (Mill.) Britton et al.,-67.61206,44.56014,2006,10,21,PRESERVED_SPECIMEN,Picea mariana
Picea mariana (Mill.) Britton et al.,-67.61206,44.56014,2006,10,21,PRESERVED_SPECIMEN,Picea mariana
Picea mariana (Mill.) Britton et al.,-67.8,45.65,2000,8,29,PRESERVED_SPECIMEN,Picea mariana
Picea mariana (Mill.) Britton et al.,-67.8,45.65,2000,8,29,PRESERVED_SPECIMEN,Picea mariana
Picea mariana (Mill.) Britton et al.,-67.8,45.65,2000,8,29,PRESERVED_SPECIMEN,Picea mariana
Betula alleghaniensis Britton,-70.159589,44.520899,2021,1,10,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.230103,44.821563,2021,1,19,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.866724,44.918098,2021,3,31,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.148803,44.678662,2021,3,31,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.147625,44.6633,2021,3,31,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.045717,44.80143,2021,4,10,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.638978,46.090306,2021,5,30,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.058429,46.361083,2021,6,28,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.054328,46.3635,2021,6,28,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.441864,45.764422,2021,6,3,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.732162,45.992325,2021,7,15,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.732192,45.991608,2021,7,15,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.360778,45.772761,2021,7,5,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.041554,45.994685,2021,7,1,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.081392,44.717503,2021,7,12,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.555987,45.220075,2021,7,29,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.088666,44.627438,2021,8,8,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.304047,44.771042,2021,8,21,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.454658,44.676267,2021,8,22,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.926615,44.809095,2021,9,20,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.721516,44.733527,2021,9,26,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.672272,44.897233,2021,9,12,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.573616,44.795033,2021,9,26,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-67.77292,44.895738,2021,10,27,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.340876,44.654771,2021,10,17,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.374986,46.322916,2021,10,3,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.357437,44.865719,2021,10,1,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.548683,45.619287,2021,10,7,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.676788,44.90217,2021,10,14,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.09938,45.992762,2020,2,23,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.314689,46.05876,2020,2,24,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.933061,44.561222,2020,4,5,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.090361,45.1248,2020,4,24,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.641188,44.587512,2020,5,31,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.641022,44.586997,2020,5,31,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.535652,45.492709,2020,7,3,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.535652,45.492709,2020,7,3,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.521504,45.48999,2020,7,14,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.510917,45.489267,2020,8,3,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-67.677684,44.984931,2020,8,9,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.531798,45.496081,2020,8,5,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.530444,45.49586,2020,8,5,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.531173,45.494092,2020,8,7,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.545275,45.482955,2020,8,9,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.773006,44.616938,2020,8,21,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.243011,46.194823,2020,8,7,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.243169,46.194894,2020,8,6,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.150452,44.673918,2020,9,22,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.148425,44.675125,2020,9,22,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.148929,44.674279,2020,10,14,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.148349,44.673627,2020,10,14,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.799164,45.258669,2020,10,3,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.908465,45.673874,2020,10,19,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.723105,45.209675,2020,11,6,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.665537,44.908763,2020,12,6,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.217664,46.108342,2019,2,25,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.066176,45.976625,2019,3,1,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.35572,44.963795,2019,6,13,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.10696,44.560056,2019,6,27,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.43199,45.525676,2019,8,17,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.333103,44.612159,2019,8,7,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.660825,44.903039,2019,9,25,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.416813,44.817692,2019,11,4,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.416813,44.817692,2019,11,5,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.145578,44.665517,2019,11,20,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.194222,45.887613,2019,11,2,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.880938,44.579865,2018,4,29,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.658498,44.562876,2018,8,2,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.714355,44.553332,2018,10,16,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.591108,47.23605,2017,9,7,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.732816,44.75416,2016,5,19,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.104813,44.626768,2016,6,30,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.057132,44.610092,2016,8,2,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.653065,44.559453,2016,10,23,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.652824,44.559463,2016,10,23,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.782642,44.990686,2016,11,16,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.723946,44.738259,2016,11,13,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-69.664827,44.562821,2016,11,8,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.0889,44.6286,2010,6,17,PRESERVED_SPECIMEN,Betula alleghaniensis
Betula alleghaniensis Britton,-70.416813,44.817692,2007,11,8,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-70.416813,44.817692,2006,11,17,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.0569,44.6097,2002,6,25,PRESERVED_SPECIMEN,Betula alleghaniensis
Betula alleghaniensis Britton,-68.05,44.6167,2002,6,25,PRESERVED_SPECIMEN,Betula alleghaniensis
Betula alleghaniensis Britton,-68.0614,44.6164,2002,6,25,PRESERVED_SPECIMEN,Betula alleghaniensis
Betula alleghaniensis Britton,-70.135988,45.137368,2001,1,16,HUMAN_OBSERVATION,Betula alleghaniensis
Betula alleghaniensis Britton,-68.284444,44.859167,2000,7,14,PRESERVED_SPECIMEN,Betula alleghaniensis
